Tran #,Date,Card Type,Amount,Items,# of Items,Date_Only
19208437888,2024-09-12 17:32:00,Cash,2.0,001A($2.00),1.0,2024-09-12
19213409935,2024-09-13 14:06:00,Visa (EMV Contactless),4.0,0010($4.00),1.0,2024-09-13
19217284251,2024-09-14 12:55:00,MasterCard (EMV Contactless),2.0,0017($2.00),1.0,2024-09-14
19219973274,2024-09-15 10:14:00,Cash,2.0,0015($2.00),1.0,2024-09-15
19221688854,2024-09-15 19:07:00,Visa (Apple Pay EMV),2.5,0025($2.50),1.0,2024-09-15
19221691806,2024-09-15 19:09:00,Visa (Apple Pay EMV),3.0,"0006($1.00), 0000($1.00), 0000($1.00)",3.0,2024-09-15
19221817169,2024-09-15 20:13:00,MasterCard (Swiped),2.5,0023($2.50),1.0,2024-09-15
19225852108,2024-09-16 13:03:00,Visa (EMV Contactless),2.5,0023($2.50),1.0,2024-09-16
19226407773,2024-09-16 14:34:00,Visa (Apple Pay EMV),2.5,0023($2.50),1.0,2024-09-16
19226821457,2024-09-16 15:57:00,Cash,1.0,0029($1.00),1.0,2024-09-16
19227248384,2024-09-16 17:40:00,Cash,1.0,0000($1.00),1.0,2024-09-16
19227249348,2024-09-16 17:40:00,Cash,1.0,0002($1.00),1.0,2024-09-16
19230713583,2024-09-17 10:16:00,Visa (EMV Contactless),4.5,"0024($2.50), 0000($1.00), 0001($1.00)",3.0,2024-09-17
19232670274,2024-09-17 14:51:00,Visa (Apple Pay EMV),2.0,0016($2.00),1.0,2024-09-17
19233693647,2024-09-17 19:00:00,Cash,4.0,000F($4.00),1.0,2024-09-17
19236543789,2024-09-18 09:34:00,Visa (Apple Pay EMV),2.0,0016($2.00),1.0,2024-09-18
19240531723,2024-09-19 00:59:00,Cash,2.5,0024($2.50),1.0,2024-09-19
19246644363,2024-09-19 22:41:00,Visa (Apple Pay EMV),6.0,"000A($2.00), 000A($2.00), 000B($2.00)",3.0,2024-09-19
19247865572,2024-09-20 07:00:00,Cash,1.0,0000($1.00),1.0,2024-09-20
19251662509,2024-09-20 17:16:00,Cash,2.0,0018($2.00),1.0,2024-09-20
19255470234,2024-09-21 16:12:00,Visa (Apple Pay EMV),2.5,0024($2.50),1.0,2024-09-21
19256396875,2024-09-21 23:35:00,Cash,2.0,0018($2.00),1.0,2024-09-21
19257540958,2024-09-22 10:50:00,Visa (Apple Pay EMV),5.0,"0024($2.50), 0024($2.50)",2.0,2024-09-22
19258629684,2024-09-22 15:51:00,MasterCard (EMV Contactless),1.0,0030($1.00),1.0,2024-09-22
19259131363,2024-09-22 19:05:00,Visa (EMV Contactless),2.0,0015($2.00),1.0,2024-09-22
19263100629,2024-09-23 12:31:00,Visa (Apple Pay EMV),2.0,0016($2.00),1.0,2024-09-23
19263171398,2024-09-23 12:42:00,Visa (Apple Pay EMV),2.0,0016($2.00),1.0,2024-09-23
19264451001,2024-09-23 16:29:00,Cash,2.0,0017($2.00),1.0,2024-09-23
19267994231,2024-09-24 09:53:00,Visa (EMV Contactless),5.5,"0024($2.50), 0018($2.00), 0001($1.00)",3.0,2024-09-24
19287431310,2024-09-27 12:48:00,Visa (Apple Pay EMV),2.5,0024($2.50),1.0,2024-09-27
19291812756,2024-09-28 13:18:00,Visa (Apple Pay EMV),2.5,0024($2.50),1.0,2024-09-28
19292235979,2024-09-28 15:05:00,Visa (Apple Pay EMV),5.0,"0017($2.00), 0014($1.00), 0015($2.00)",3.0,2024-09-28
19292600534,2024-09-28 16:52:00,Visa (Apple Pay EMV),7.5,"0025($2.50), 0025($2.50), 0025($2.50)",3.0,2024-09-28
19295259625,2024-09-29 13:58:00,Visa (Apple Pay EMV),2.5,0025($2.50),1.0,2024-09-29
19299357952,2024-09-30 10:55:00,Visa (Apple Pay EMV),2.5,0026($2.50),1.0,2024-09-30
19302331523,2024-09-30 21:26:00,Visa (Apple Pay EMV),2.5,0026($2.50),1.0,2024-09-30
19307752493,2024-10-01 17:10:00,Visa (EMV Contactless),2.5,0026($2.50),1.0,2024-10-01
19308174820,2024-10-01 19:16:00,Visa (Apple Pay EMV),1.0,002D($1.00),1.0,2024-10-01
19313339092,2024-10-02 14:57:00,Cash,2.0,0015($2.00),1.0,2024-10-02
19314185600,2024-10-02 18:10:00,Visa (Apple Pay EMV),1.0,002D($1.00),1.0,2024-10-02
19314355242,2024-10-02 19:04:00,Visa (Apple Pay EMV),2.0,0016($2.00),1.0,2024-10-02
19318678228,2024-10-03 12:34:00,Visa (EMV Contactless),4.5,"0026($2.50), 0004($1.00), 0005($1.00)",3.0,2024-10-03
19318744902,2024-10-03 12:43:00,Visa (Apple Pay EMV),2.5,0026($2.50),1.0,2024-10-03
19318762198,2024-10-03 12:46:00,Discover (Apple Pay EMV),2.5,0025($2.50),1.0,2024-10-03
19320093459,2024-10-03 16:43:00,Discover (Apple Pay EMV),2.5,0026($2.50),1.0,2024-10-03
19320373262,2024-10-03 17:54:00,Cash,2.5,0021($2.50),1.0,2024-10-03
19325703657,2024-10-04 15:36:00,Visa (Apple Pay EMV),2.5,001E($2.50),1.0,2024-10-04
19326128340,2024-10-04 17:19:00,Visa (Apple Pay EMV),1.0,002D($1.00),1.0,2024-10-04
19330103756,2024-10-05 17:05:00,MasterCard (EMV Contactless),4.0,000C($4.00),1.0,2024-10-05
19330167182,2024-10-05 17:27:00,Discover (Apple Pay EMV),1.0,002A($1.00),1.0,2024-10-05
19333312476,2024-10-06 16:55:00,Visa (Google Pay EMV),5.0,"0022($2.50), 0022($2.50)",2.0,2024-10-06
19339394293,2024-10-07 18:13:00,Visa (Apple Pay EMV),1.0,002D($1.00),1.0,2024-10-07
19341639333,2024-10-08 07:58:00,Visa (Apple Pay EMV),7.5,"0020($2.50), 0020($2.50), 0020($2.50)",3.0,2024-10-08
19345772239,2024-10-08 19:02:00,Visa (Apple Pay EMV),1.0,002E($1.00),1.0,2024-10-08
19345834566,2024-10-08 19:24:00,Cash,2.5,0026($2.50),1.0,2024-10-08
19352323960,2024-10-09 22:02:00,Discover (Apple Pay EMV),2.5,0023($2.50),1.0,2024-10-09
19356965618,2024-10-10 14:47:00,American Express (Apple Pay EMV),1.0,0003($1.00),1.0,2024-10-10
19361088697,2024-10-11 10:14:00,MasterCard (EMV Contactless),5.5,"0025($2.50), 001C($1.00), 001B($2.00)",3.0,2024-10-11
19362528189,2024-10-11 13:51:00,Visa (Apple Pay Cash EMV),4.5,"001E($2.50), 0014($1.00), 0014($1.00)",3.0,2024-10-11
19366745096,2024-10-12 13:43:00,Visa (Apple Pay EMV),2.5,001E($2.50),1.0,2024-10-12
19367466834,2024-10-12 17:05:00,Visa (Apple Pay EMV),2.0,0016($2.00),1.0,2024-10-12
19369039401,2024-10-13 09:14:00,MasterCard (EMV Contactless),4.0,"0000($1.00), 0001($1.00), 001B($2.00)",3.0,2024-10-13
19371409798,2024-10-13 23:31:00,Discover (Apple Pay EMV),2.5,0023($2.50),1.0,2024-10-13
19371602062,2024-10-14 02:53:00,Discover (Apple Pay EMV),4.0,"0000($1.00), 0001($1.00), 0016($2.00)",3.0,2024-10-14
19382724876,2024-10-15 19:13:00,Cash,1.0,0000($1.00),1.0,2024-10-15
19383436819,2024-10-16 02:14:00,Visa (Apple Pay EMV),6.0,"0015($2.00), 0015($2.00), 0015($2.00)",3.0,2024-10-16
19389502542,2024-10-16 22:48:00,Visa (Apple Pay EMV),1.0,0002($1.00),1.0,2024-10-16
19393680474,2024-10-17 13:09:00,Visa (Apple Pay EMV),2.5,001E($2.50),1.0,2024-10-17
19396228248,2024-10-18 02:49:00,Cash,2.0,001B($2.00),1.0,2024-10-18
19400004582,2024-10-18 13:51:00,Visa (EMV Contactless),2.5,0024($2.50),1.0,2024-10-18
19400205514,2024-10-18 14:27:00,Visa (Apple Pay EMV),2.0,0016($2.00),1.0,2024-10-18
19401435060,2024-10-18 19:36:00,Visa (Apple Pay EMV),2.5,001E($2.50),1.0,2024-10-18
19403995225,2024-10-19 12:35:00,Visa (EMV Contactless),6.0,"0015($2.00), 0016($2.00), 0017($2.00)",3.0,2024-10-19
19405027083,2024-10-19 17:01:00,MasterCard (EMV Contactless),2.0,0018($2.00),1.0,2024-10-19
19405418065,2024-10-19 19:28:00,Cash,4.0,0010($4.00),1.0,2024-10-19
19407473041,2024-10-20 12:55:00,Visa (Apple Pay EMV),4.5,"001E($2.50), 0000($1.00), 0001($1.00)",3.0,2024-10-20
19417364142,2024-10-22 09:33:00,Visa (Apple Pay EMV),7.5,"0025($2.50), 0026($2.50), 0025($2.50)",3.0,2024-10-22
19420829119,2024-10-22 19:25:00,Cash,4.0,000F($4.00),1.0,2024-10-22
19421372133,2024-10-23 00:17:00,Cash,2.5,001F($2.50),1.0,2024-10-23
19424953635,2024-10-23 12:20:00,Visa (Apple Pay EMV),3.0,"002E($1.00), 002E($1.00), 002E($1.00)",3.0,2024-10-23
19426208527,2024-10-23 15:46:00,Visa (Apple Pay EMV),2.0,001B($2.00),1.0,2024-10-23
19426847918,2024-10-23 18:26:00,Visa (Apple Pay EMV),4.0,000F($4.00),1.0,2024-10-23
19427396630,2024-10-23 22:07:00,Visa (Apple Pay EMV),4.0,"0014($1.00), 0014($1.00), 001B($2.00)",3.0,2024-10-23
19427646607,2024-10-24 01:04:00,Visa (Apple Pay EMV),3.0,"001C($1.00), 001C($1.00), 001C($1.00)",3.0,2024-10-24
19430575787,2024-10-24 10:57:00,Visa (Apple Pay EMV),7.5,"0025($2.50), 0025($2.50), 0025($2.50)",3.0,2024-10-24
19431755394,2024-10-24 13:35:00,Visa (EMV Contactless),2.5,001E($2.50),1.0,2024-10-24
19432823508,2024-10-24 17:02:00,Visa (Apple Pay EMV),4.0,000F($4.00),1.0,2024-10-24
19439080362,2024-10-25 19:13:00,Visa (Swiped),2.5,001F($2.50),1.0,2024-10-25
19439093640,2024-10-25 19:17:00,Visa (Apple Pay EMV),2.0,"0000($1.00), 0001($1.00)",2.0,2024-10-25
19439095871,2024-10-25 19:18:00,Visa (Apple Pay EMV),1.0,0000($1.00),1.0,2024-10-25
19439098382,2024-10-25 19:19:00,Visa (Apple Pay EMV),1.0,0002($1.00),1.0,2024-10-25
19439774631,2024-10-26 02:23:00,Visa (Apple Pay EMV),3.0,"002C($1.00), 002C($1.00), 002C($1.00)",3.0,2024-10-26
19441455354,2024-10-26 11:54:00,Visa (EMV Contactless),2.5,001F($2.50),1.0,2024-10-26
19450651574,2024-10-28 13:46:00,Visa (Apple Pay EMV),7.5,"0020($2.50), 0020($2.50), 0020($2.50)",3.0,2024-10-28
19451933432,2024-10-28 18:27:00,Visa (Apple Pay EMV),4.0,000F($4.00),1.0,2024-10-28
19452578310,2024-10-28 23:29:00,Visa (Apple Pay EMV),2.5,0021($2.50),1.0,2024-10-28
19452770370,2024-10-29 02:17:00,Visa (Apple Pay EMV),3.0,"0029($1.00), 0029($1.00), 0029($1.00)",3.0,2024-10-29
19465079900,2024-10-31 02:20:00,Visa (Apple Pay Cash EMV),2.0,"002A($1.00), 002A($1.00)",2.0,2024-10-31
19475541116,2024-11-01 19:44:00,Visa (Apple Pay EMV),1.0,0000($1.00),1.0,2024-11-01
19477559732,2024-11-02 11:07:00,Cash,2.5,001F($2.50),1.0,2024-11-02
19481349814,2024-11-03 12:37:00,MasterCard (EMV Contactless),3.5,"0020($2.50), 001C($1.00)",2.0,2024-11-03
19493678622,2024-11-05 17:03:00,MasterCard (EMV Contactless),1.0,001C($1.00),1.0,2024-11-05
19493696450,2024-11-05 17:06:00,Visa (Apple Pay EMV),2.5,0021($2.50),1.0,2024-11-05
19499194686,2024-11-06 14:57:00,Visa (Apple Pay EMV),1.0,001C($1.00),1.0,2024-11-06
19499748456,2024-11-06 17:02:00,Cash,4.0,000E($4.00),1.0,2024-11-06
19503925579,2024-11-07 11:15:00,Visa (Apple Pay Cash EMV),5.0,"0022($2.50), 0021($2.50)",2.0,2024-11-07
19506452943,2024-11-07 19:31:00,Visa (EMV Contactless),2.5,0022($2.50),1.0,2024-11-07
19514306584,2024-11-09 10:50:00,Cash,2.5,0022($2.50),1.0,2024-11-09
19514940927,2024-11-09 13:10:00,Visa (EMV Contactless),3.5,"0023($2.50), 001C($1.00)",2.0,2024-11-09
19517777964,2024-11-10 11:12:00,Cash,2.5,0024($2.50),1.0,2024-11-10
19518755225,2024-11-10 15:36:00,Visa (EMV Contactless),2.0,"0029($1.00), 0030($1.00)",2.0,2024-11-10
19519284037,2024-11-10 19:03:00,Cash,1.0,0006($1.00),1.0,2024-11-10
19523098302,2024-11-11 13:18:00,Visa (Google Pay EMV),2.5,0020($2.50),1.0,2024-11-11
19529354168,2024-11-12 14:09:00,Visa (EMV Contactless),1.0,0004($1.00),1.0,2024-11-12
19530173498,2024-11-12 17:01:00,Visa (Apple Pay EMV),3.0,"0001($1.00), 0000($1.00), 0001($1.00)",3.0,2024-11-12
19530937399,2024-11-12 21:34:00,Cash,2.0,0017($2.00),1.0,2024-11-12
19536346479,2024-11-13 17:07:00,Visa (Apple Pay EMV),2.5,0021($2.50),1.0,2024-11-13
19536890180,2024-11-13 19:59:00,MasterCard (EMV Contactless),2.0,0019($2.00),1.0,2024-11-13
19543302436,2024-11-14 21:04:00,Cash,2.0,0018($2.00),1.0,2024-11-14
19545541140,2024-11-15 09:00:00,Visa (Apple Pay EMV),7.5,"0022($2.50), 0022($2.50), 0023($2.50)",3.0,2024-11-15
19548465089,2024-11-15 17:03:00,Visa (Apple Pay EMV),2.5,0025($2.50),1.0,2024-11-15
19549201434,2024-11-15 21:32:00,Visa (EMV Contactless),4.0,000E($4.00),1.0,2024-11-15
19549551511,2024-11-16 02:09:00,Visa (Apple Pay EMV),4.0,0012($4.00),1.0,2024-11-16
19559714433,2024-11-18 11:50:00,Visa (Apple Pay EMV),7.5,"0023($2.50), 0023($2.50), 0023($2.50)",3.0,2024-11-18
19560066022,2024-11-18 12:38:00,Visa (EMV Contactless),3.0,"0030($1.00), 0030($1.00), 0029($1.00)",3.0,2024-11-18
19560076404,2024-11-18 12:39:00,Visa (EMV Contactless),5.0,"0020($2.50), 001F($2.50)",2.0,2024-11-18
19561049751,2024-11-18 15:27:00,Visa (EMV Contactless),1.0,0006($1.00),1.0,2024-11-18
19567114433,2024-11-19 15:21:00,Cash,2.0,0019($2.00),1.0,2024-11-19
19572616227,2024-11-20 13:35:00,MasterCard (Swiped),2.0,"0001($1.00), 0000($1.00)",2.0,2024-11-20
19584530884,2024-11-22 12:47:00,Visa (Apple Pay EMV),7.5,"0024($2.50), 0024($2.50), 0024($2.50)",3.0,2024-11-22
19585293728,2024-11-22 15:08:00,Visa (Apple Pay EMV),1.0,0029($1.00),1.0,2024-11-22
19589203232,2024-11-23 14:00:00,Cash,2.5,0024($2.50),1.0,2024-11-23
19593196776,2024-11-24 17:17:00,Cash,2.0,0018($2.00),1.0,2024-11-24
19597489819,2024-11-25 13:11:00,Visa (Apple Pay EMV),5.0,"0024($2.50), 0024($2.50)",2.0,2024-11-25
19598232269,2024-11-25 15:31:00,Visa (Apple Pay EMV),2.5,001F($2.50),1.0,2024-11-25
19599399840,2024-11-25 21:53:00,Cash,2.0,0019($2.00),1.0,2024-11-25
19604422748,2024-11-26 17:19:00,Visa (Apple Pay EMV),2.5,0021($2.50),1.0,2024-11-26
19604825558,2024-11-26 19:26:00,Cash,2.0,0019($2.00),1.0,2024-11-26
19604972203,2024-11-26 20:26:00,Cash,2.0,0017($2.00),1.0,2024-11-26
19609642754,2024-11-27 17:18:00,Visa (Apple Pay EMV),1.0,0029($1.00),1.0,2024-11-27
19609646872,2024-11-27 17:20:00,Cash,2.0,0018($2.00),1.0,2024-11-27
19610148105,2024-11-27 20:27:00,Visa (Apple Pay EMV),3.0,"0004($1.00), 0004($1.00), 0004($1.00)",3.0,2024-11-27
19610150711,2024-11-27 20:28:00,Visa (Apple Pay EMV),4.0,000E($4.00),1.0,2024-11-27
19611774702,2024-11-28 12:52:00,Visa (Swiped),2.0,0017($2.00),1.0,2024-11-28
19611776126,2024-11-28 12:53:00,Visa (Swiped),1.0,0029($1.00),1.0,2024-11-28
19611983106,2024-11-28 14:27:00,Visa (Apple Pay Cash EMV),2.5,0021($2.50),1.0,2024-11-28
19618810137,2024-11-30 14:30:00,Cash,2.5,0023($2.50),1.0,2024-11-30
19621910931,2024-12-01 13:58:00,Cash,4.0,000D($4.00),1.0,2024-12-01
19622979960,2024-12-01 20:45:00,Cash,2.5,0025($2.50),1.0,2024-12-01
19626579135,2024-12-02 12:09:00,Visa (Google Pay EMV),4.0,000C($4.00),1.0,2024-12-02
19628916687,2024-12-02 20:51:00,Visa (Apple Pay EMV),4.0,000C($4.00),1.0,2024-12-02
19629142137,2024-12-02 22:58:00,Visa (Apple Pay EMV),4.0,0010($4.00),1.0,2024-12-02
19629146317,2024-12-02 23:00:00,Visa (Apple Pay EMV),4.0,0010($4.00),1.0,2024-12-02
19630670586,2024-12-03 07:52:00,Visa (Apple Pay EMV),3.0,"002B($1.00), 0003($1.00), 0003($1.00)",3.0,2024-12-03
19634242199,2024-12-03 16:21:00,Visa (Apple Pay EMV),4.0,000E($4.00),1.0,2024-12-03
19634966143,2024-12-03 19:45:00,Visa (Apple Pay EMV),4.0,0010($4.00),1.0,2024-12-03
19640805811,2024-12-04 17:52:00,Visa (Apple Pay EMV),8.0,"000D($4.00), 000E($4.00)",2.0,2024-12-04
19640817613,2024-12-04 17:56:00,Visa (Apple Pay EMV),4.0,000E($4.00),1.0,2024-12-04
19656145201,2024-12-07 13:17:00,Cash,1.0,0000($1.00),1.0,2024-12-07
19656736448,2024-12-07 15:47:00,Visa (Apple Pay EMV),4.0,000E($4.00),1.0,2024-12-07
19656852978,2024-12-07 16:21:00,Visa (Apple Pay EMV),1.0,0029($1.00),1.0,2024-12-07
19657091101,2024-12-07 17:38:00,Visa (Apple Pay EMV),4.0,0012($4.00),1.0,2024-12-07
19659343608,2024-12-08 12:28:00,Cash,2.0,001E($2.00),1.0,2024-12-08
19659399122,2024-12-08 12:42:00,Cash,2.0,0017($2.00),1.0,2024-12-08
19660162357,2024-12-08 16:15:00,Cash,1.0,0000($1.00),1.0,2024-12-08
19660324214,2024-12-08 17:11:00,Cash,2.0,0025($2.00),1.0,2024-12-08
19660452507,2024-12-08 18:02:00,Cash,2.0,0024($2.00),1.0,2024-12-08
19661090852,2024-12-09 00:37:00,Cash,2.0,0022($2.00),1.0,2024-12-09
19661102861,2024-12-09 00:50:00,Visa (Apple Pay EMV),6.0,"0019($2.00), 0019($2.00), 001A($2.00)",3.0,2024-12-09
19665567410,2024-12-09 15:35:00,Visa (EMV Contactless),3.0,000C($3.00),1.0,2024-12-09
19666028759,2024-12-09 17:26:00,American Express (EMV Contactless),3.0,000A($3.00),1.0,2024-12-09
19669959526,2024-12-10 11:17:00,Visa (Apple Pay EMV),6.0,"0023($2.00), 0023($2.00), 0023($2.00)",3.0,2024-12-10
19672115063,2024-12-10 17:52:00,Visa (EMV Contactless),3.0,0010($3.00),1.0,2024-12-10
19676156446,2024-12-11 11:44:00,Cash,1.0,0000($1.00),1.0,2024-12-11
19676344192,2024-12-11 12:10:00,Visa (Apple Pay EMV),6.0,"0023($2.00), 0023($2.00), 0023($2.00)",3.0,2024-12-11
19677693808,2024-12-11 16:09:00,Visa (Apple Pay EMV),2.0,0015($2.00),1.0,2024-12-11
19677697211,2024-12-11 16:10:00,Visa (Apple Pay EMV),2.0,0016($2.00),1.0,2024-12-11
19677723667,2024-12-11 16:17:00,Cash,2.0,0014($2.00),1.0,2024-12-11
19677737656,2024-12-11 16:20:00,Cash,2.0,001E($2.00),1.0,2024-12-11
19682899844,2024-12-12 13:28:00,Visa (Apple Pay EMV),2.0,0022($2.00),1.0,2024-12-12
19683083016,2024-12-12 13:59:00,Visa (Apple Pay EMV),2.0,0014($2.00),1.0,2024-12-12
19683115183,2024-12-12 14:04:00,Visa (Apple Pay EMV),2.0,0020($2.00),1.0,2024-12-12
19684014452,2024-12-12 17:17:00,Cash,2.0,0017($2.00),1.0,2024-12-12
19684238172,2024-12-12 18:20:00,Cash,1.0,0000($1.00),1.0,2024-12-12
19689940622,2024-12-13 18:12:00,Visa (Apple Pay EMV),2.0,0025($2.00),1.0,2024-12-13
19692562455,2024-12-14 12:07:00,MasterCard (EMV Contactless),4.0,"001B($2.00), 001C($2.00)",2.0,2024-12-14
19693054840,2024-12-14 14:01:00,Visa (Apple Pay EMV),2.0,0025($2.00),1.0,2024-12-14
19808664415,2025-01-11 12:14:00,Cash,1.0,0000($1.00),1.0,2025-01-11
19812618338,2025-01-12 17:18:00,Visa (EMV Contactless),1.0,002B($1.00),1.0,2025-01-12
19818151415,2025-01-13 19:00:00,Visa (Apple Pay EMV),2.0,001B($2.00),1.0,2025-01-13
19818645711,2025-01-13 23:35:00,Visa (Apple Pay EMV),3.0,0010($3.00),1.0,2025-01-13
19823752075,2025-01-14 18:40:00,Cash,2.0,0024($2.00),1.0,2025-01-14
19825325733,2025-01-15 06:54:00,Visa (EMV Contactless),2.0,0023($2.00),1.0,2025-01-15
19828801219,2025-01-15 15:37:00,Discover (Apple Pay EMV),1.0,0003($1.00),1.0,2025-01-15
19828982095,2025-01-15 16:19:00,Visa (Swiped),3.0,"001B($2.00), 002F($1.00)",2.0,2025-01-15
19829624182,2025-01-15 19:38:00,Cash,2.0,0023($2.00),1.0,2025-01-15
19839457956,2025-01-17 13:20:00,Visa (Apple Pay EMV),2.0,0022($2.00),1.0,2025-01-17
19840932951,2025-01-17 19:38:00,Cash,1.0,0000($1.00),1.0,2025-01-17
19845957914,2025-01-19 10:50:00,Cash,2.0,0022($2.00),1.0,2025-01-19
19847456893,2025-01-19 19:02:00,Visa (Apple Pay EMV),2.0,0025($2.00),1.0,2025-01-19
19851095365,2025-01-20 15:53:00,Visa (Apple Pay EMV),2.0,0020($2.00),1.0,2025-01-20
19851316984,2025-01-20 16:58:00,Cash,2.0,0020($2.00),1.0,2025-01-20
19851371386,2025-01-20 17:14:00,Cash,1.0,002B($1.00),1.0,2025-01-20
19851627104,2025-01-20 18:49:00,Visa (Apple Pay EMV),2.0,0024($2.00),1.0,2025-01-20
19855995764,2025-01-21 15:05:00,Visa (Apple Pay EMV),2.0,0019($2.00),1.0,2025-01-21
19856140475,2025-01-21 15:38:00,Visa (EMV Contactless),2.0,001F($2.00),1.0,2025-01-21
19856535034,2025-01-21 17:22:00,Visa (Swiped),4.0,"0026($2.00), 0026($2.00)",2.0,2025-01-21
19856594510,2025-01-21 17:40:00,Visa (Swiped),2.0,0017($2.00),1.0,2025-01-21
19866682749,2025-01-23 15:45:00,Visa (EMV Contactless),1.0,0005($1.00),1.0,2025-01-23
19866686694,2025-01-23 15:46:00,Visa (EMV Contactless),1.0,0004($1.00),1.0,2025-01-23
19866700611,2025-01-23 15:49:00,Visa (EMV Contactless),2.0,001F($2.00),1.0,2025-01-23
19872588912,2025-01-24 17:26:00,Cash,2.0,001A($2.00),1.0,2025-01-24
19872590512,2025-01-24 17:27:00,Cash,2.0,0016($2.00),1.0,2025-01-24
19875512824,2025-01-25 13:13:00,Visa (Apple Pay EMV),2.0,001E($2.00),1.0,2025-01-25
19878255878,2025-01-26 11:29:00,Visa (EMV Contactless),2.0,0015($2.00),1.0,2025-01-26
19879628432,2025-01-26 19:19:00,Cash,2.0,0021($2.00),1.0,2025-01-26
19879633950,2025-01-26 19:22:00,Visa (Apple Pay EMV),2.0,0025($2.00),1.0,2025-01-26
19885052239,2025-01-27 18:59:00,Visa (Apple Pay EMV),2.0,001C($2.00),1.0,2025-01-27
19896673687,2025-01-29 19:09:00,Visa (EMV Contactless),3.0,000F($3.00),1.0,2025-01-29
19907475700,2025-01-31 15:35:00,Visa (Apple Pay EMV),5.0,"000B($3.00), 0021($2.00)",2.0,2025-01-31
19908879829,2025-02-01 02:11:00,MasterCard (Apple Pay EMV),2.0,"002D($1.00), 002D($1.00)",2.0,2025-02-01
19954620694,2025-02-10 15:06:00,Visa (EMV Contactless),4.0,0002($4.00),1.0,2025-02-10
19960766524,2025-02-11 16:43:00,Cash,2.0,0007($2.00),1.0,2025-02-11
19966411396,2025-02-12 17:00:00,Cash,1.44,0001($1.44),1.0,2025-02-12
19972480266,2025-02-13 18:30:00,Cash,2.0,0000($2.00),1.0,2025-02-13
19972746688,2025-02-13 20:10:00,Visa (EMV Contactless),4.0,"0000($2.00), 0000($2.00)",2.0,2025-02-13
19976326280,2025-02-14 13:06:00,Visa (Apple Pay Cash EMV),2.0,0004($2.00),1.0,2025-02-14
19976638962,2025-02-14 14:11:00,American Express (Apple Pay EMV),2.0,0000($2.00),1.0,2025-02-14
19977726407,2025-02-14 19:25:00,Visa (Apple Pay EMV),2.0,0000($2.00),1.0,2025-02-14
19979922025,2025-02-15 12:21:00,Visa (Apple Pay EMV),6.0,"0000($2.00), 0000($2.00), 0000($2.00)",3.0,2025-02-15
19979933164,2025-02-15 12:23:00,Visa (Apple Pay Cash EMV),2.0,0000($2.00),1.0,2025-02-15
20006336990,2025-02-20 22:17:00,Cash,2.0,0000($2.00),1.0,2025-02-20
20006370611,2025-02-20 22:38:00,Visa (Apple Pay EMV),2.0,0000($2.00),1.0,2025-02-20
20009258588,2025-02-21 11:16:00,Cash,2.0,0000($2.00),1.0,2025-02-21
20009474556,2025-02-21 11:48:00,Visa (Apple Pay EMV),6.0,"0000($2.00), 0000($2.00), 0000($2.00)",3.0,2025-02-21
20015205664,2025-02-22 18:10:00,Visa (EMV Contactless),2.0,0004($2.00),1.0,2025-02-22
20017033773,2025-02-23 11:33:00,Visa (Apple Pay EMV),2.0,0000($2.00),1.0,2025-02-23
20017309956,2025-02-23 12:43:00,Cash,2.0,0003($2.00),1.0,2025-02-23
20017311217,2025-02-23 12:44:00,Cash,2.0,0003($2.00),1.0,2025-02-23
20017312688,2025-02-23 12:44:00,Cash,2.0,0003($2.00),1.0,2025-02-23
20017340591,2025-02-23 12:51:00,Cash,2.0,0007($2.00),1.0,2025-02-23
20017888637,2025-02-23 15:23:00,Visa (Apple Pay Cash EMV),2.0,0000($2.00),1.0,2025-02-23
20018221264,2025-02-23 17:21:00,Cash,2.0,0000($2.00),1.0,2025-02-23
20018556213,2025-02-23 20:01:00,Cash,2.0,0000($2.00),1.0,2025-02-23
20021560322,2025-02-24 10:56:00,Visa (Apple Pay EMV),8.0,"0001($4.00), 0001($4.00)",2.0,2025-02-24
20022387764,2025-02-24 12:48:00,Visa (Apple Pay Cash EMV),2.0,0000($2.00),1.0,2025-02-24
20024183888,2025-02-24 19:30:00,Cash,2.0,0000($2.00),1.0,2025-02-24
20028739198,2025-02-25 13:47:00,Cash,2.0,0007($2.00),1.0,2025-02-25
20035146632,2025-02-26 14:52:00,Visa (Swiped),2.0,0007($2.00),1.0,2025-02-26
20035771650,2025-02-26 17:09:00,Visa (Apple Pay EMV),2.0,0007($2.00),1.0,2025-02-26
20036128856,2025-02-26 18:56:00,Visa (Apple Pay EMV),2.0,0000($2.00),1.0,2025-02-26
20036486278,2025-02-26 21:22:00,Visa (EMV Contactless),4.0,"0000($2.00), 0000($2.00)",2.0,2025-02-26
20036501735,2025-02-26 21:30:00,Visa (Apple Pay EMV),2.0,0004($2.00),1.0,2025-02-26
20041039465,2025-02-27 14:05:00,Visa (Apple Pay Cash EMV),2.0,0000($2.00),1.0,2025-02-27
20041325509,2025-02-27 14:57:00,Visa (Apple Pay EMV),2.0,0007($2.00),1.0,2025-02-27
20041738597,2025-02-27 16:22:00,Visa (Apple Pay Cash EMV),2.0,0000($2.00),1.0,2025-02-27
20042365126,2025-02-27 19:19:00,Cash,2.0,0000($2.00),1.0,2025-02-27
20042371632,2025-02-27 19:21:00,Visa (Apple Pay EMV),2.0,0007($2.00),1.0,2025-02-27
