Tran #,Date,Card Type,Amount,Items,# of Items,Date_Only
18589175379,2024-05-09 16:48:00,Visa (EMV Contactless),2.0,0D05($2.00),1,2024-05-09
18589179212,2024-05-09 16:49:00,Visa (EMV Contactless),4.0,"0B06($2.00), 0A02($2.00)",2,2024-05-09
18589548056,2024-05-09 18:32:00,Cash,2.0,0D05($2.00),1,2024-05-09
18589699467,2024-05-09 19:24:00,Visa (Apple Pay EMV),2.25,0D00($2.25),1,2024-05-09
18589927864,2024-05-09 21:00:00,Visa (Apple Pay EMV),2.0,0D03($2.00),1,2024-05-09
18590253333,2024-05-10 00:23:00,MasterCard (EMV Contactless),4.0,"0B06($2.00), 0A06($2.00)",2,2024-05-10
18593891755,2024-05-10 13:38:00,Visa (EMV Contactless),6.75,"0E01($2.25), 0E01($2.25), 0E02($2.25)",3,2024-05-10
18595131655,2024-05-10 18:43:00,Cash,2.0,0D03($2.00),1,2024-05-10
18595552991,2024-05-10 21:44:00,Visa (Apple Pay EMV),2.25,0E04($2.25),1,2024-05-10
18595554308,2024-05-10 21:45:00,Visa (Apple Pay EMV),2.25,0E05($2.25),1,2024-05-10
18599104729,2024-05-11 20:34:00,Cash,2.0,0D04($2.00),1,2024-05-11
18599284530,2024-05-11 22:41:00,Cash,1.0,0C06($1.00),1,2024-05-11
18599283861,2024-05-11 22:41:00,Cash,1.0,0C06($1.00),1,2024-05-11
18599290327,2024-05-11 22:47:00,Cash,1.0,0C06($1.00),1,2024-05-11
18600126200,2024-05-12 09:35:00,Cash,2.0,0A02($2.00),1,2024-05-12
18601096813,2024-05-12 14:23:00,Visa (Apple Pay EMV),6.0,"0D05($2.00), 0C00($2.00), 0C04($2.00)",3,2024-05-12
18602260215,2024-05-13 01:30:00,Cash,2.0,0D04($2.00),1,2024-05-13
18605009320,2024-05-13 11:19:00,Visa (Apple Pay EMV),2.25,0D02($2.25),1,2024-05-13
18605016616,2024-05-13 11:20:00,Cash,2.25,0D01($2.25),1,2024-05-13
18605021216,2024-05-13 11:21:00,Visa (Apple Pay EMV),2.25,0E00($2.25),1,2024-05-13
18605846212,2024-05-13 13:21:00,Cash,2.0,0B02($2.00),1,2024-05-13
18605972348,2024-05-13 13:43:00,Visa (EMV Contactless),6.75,"0E01($2.25), 0D00($2.25), 0E02($2.25)",3,2024-05-13
18606008830,2024-05-13 13:50:00,Cash,2.0,0C04($2.00),1,2024-05-13
18607251678,2024-05-13 18:56:00,Visa (Apple Pay EMV),2.0,0C02($2.00),1,2024-05-13
18607270762,2024-05-13 19:03:00,Visa (Apple Pay EMV),2.25,0D01($2.25),1,2024-05-13
18607453159,2024-05-13 20:16:00,Cash,2.0,0D03($2.00),1,2024-05-13
18607825155,2024-05-14 00:07:00,Visa (Apple Pay EMV),2.0,0A00($2.00),1,2024-05-14
18610329213,2024-05-14 10:21:00,Cash,2.0,0A04($2.00),1,2024-05-14
18611440275,2024-05-14 12:54:00,Visa (EMV Contactless),6.75,"0E01($2.25), 0E00($2.25), 0E02($2.25)",3,2024-05-14
18612479749,2024-05-14 16:15:00,Cash,2.0,0B02($2.00),1,2024-05-14
18612683978,2024-05-14 17:06:00,Visa (Apple Pay EMV),2.0,0D05($2.00),1,2024-05-14
18613091472,2024-05-14 19:17:00,MasterCard (Apple Pay EMV),2.0,0B02($2.00),1,2024-05-14
18613173658,2024-05-14 19:50:00,Visa (Apple Pay EMV),2.25,0E06($2.25),1,2024-05-14
18613337284,2024-05-14 21:06:00,Cash,2.0,0A04($2.00),1,2024-05-14
18616831482,2024-05-15 11:56:00,Visa (Apple Pay EMV),2.25,0D00($2.25),1,2024-05-15
18618232881,2024-05-15 16:04:00,Visa (EMV Contactless),2.25,0E01($2.25),1,2024-05-15
18618934816,2024-05-15 19:33:00,Visa (Apple Pay EMV),2.25,0E01($2.25),1,2024-05-15
18618936725,2024-05-15 19:34:00,Visa (Apple Pay EMV),2.0,0E03($2.00),1,2024-05-15
18619068669,2024-05-15 20:31:00,Cash,2.0,0D03($2.00),1,2024-05-15
18619254575,2024-05-15 22:09:00,Visa (Apple Pay EMV),1.0,0C00($1.00),1,2024-05-15
18623785288,2024-05-16 15:02:00,Cash,1.0,0C06($1.00),1,2024-05-16
18624893206,2024-05-16 20:20:00,Cash,1.0,0C06($1.00),1,2024-05-16
18624987636,2024-05-16 21:03:00,Visa (Apple Pay EMV),1.0,0C00($1.00),1,2024-05-16
18628350602,2024-05-17 12:05:00,Visa (EMV Contactless),3.0,"0C06($1.00), 0A04($2.00)",2,2024-05-17
18628603808,2024-05-17 12:46:00,Cash,2.0,0A04($2.00),1,2024-05-17
18629816032,2024-05-17 17:05:00,Cash,2.25,0E01($2.25),1,2024-05-17
18630233122,2024-05-17 19:17:00,MasterCard (Apple Pay EMV),2.25,0D01($2.25),1,2024-05-17
18630500753,2024-05-17 21:16:00,MasterCard (Apple Pay EMV),2.25,0D01($2.25),1,2024-05-17
18630726614,2024-05-17 23:56:00,Cash,2.25,0E06($2.25),1,2024-05-17
18630901633,2024-05-18 03:13:00,Cash,1.0,0C06($1.00),1,2024-05-18
18630902972,2024-05-18 03:15:00,Cash,2.25,0D02($2.25),1,2024-05-18
18632175365,2024-05-18 10:48:00,Cash,2.0,0D05($2.00),1,2024-05-18
18633779336,2024-05-18 18:07:00,Cash,1.0,0C00($1.00),1,2024-05-18
18636911537,2024-05-19 19:00:00,Visa (Apple Pay Cash EMV),2.0,0B00($2.00),1,2024-05-19
18637047562,2024-05-19 20:14:00,Cash,1.0,0C00($1.00),1,2024-05-19
18637112555,2024-05-19 20:57:00,Cash,2.0,0D03($2.00),1,2024-05-19
18637214444,2024-05-19 22:10:00,Visa (EMV Contactless),2.0,0A00($2.00),1,2024-05-19
18640535801,2024-05-20 12:18:00,Visa (Apple Pay EMV),2.0,0C02($2.00),1,2024-05-20
18641495570,2024-05-20 15:04:00,Cash,1.0,0C00($1.00),1,2024-05-20
18641637738,2024-05-20 15:36:00,Visa (EMV Contactless),2.0,0A04($2.00),1,2024-05-20
18641644023,2024-05-20 15:37:00,Visa (EMV Contactless),2.25,0E01($2.25),1,2024-05-20
18642401286,2024-05-20 19:14:00,Visa (Apple Pay EMV),4.25,"0D01($2.25), 0A02($2.00)",2,2024-05-20
18642402644,2024-05-20 19:15:00,Visa (Apple Pay EMV),2.0,0A02($2.00),1,2024-05-20
18642410373,2024-05-20 19:18:00,Visa (Apple Pay EMV),1.0,0C00($1.00),1,2024-05-20
18642415686,2024-05-20 19:20:00,Visa (Apple Pay EMV),2.25,0E01($2.25),1,2024-05-20
18642508596,2024-05-20 19:59:00,Visa (Apple Pay EMV),6.5,"0E07($2.00), 0E01($2.25), 0E04($2.25)",3,2024-05-20
18646873967,2024-05-21 13:59:00,Visa (EMV Contactless),2.0,0A04($2.00),1,2024-05-21
18646877997,2024-05-21 14:00:00,Visa (EMV Contactless),3.25,"0C00($1.00), 0E01($2.25)",2,2024-05-21
18647373867,2024-05-21 15:42:00,Visa (EMV Contactless),6.75,"0D01($2.25), 0E05($2.25), 0D02($2.25)",3,2024-05-21
18648085056,2024-05-21 19:01:00,Visa (Apple Pay EMV),2.25,0E00($2.25),1,2024-05-21
18648104915,2024-05-21 19:08:00,Visa (Apple Pay EMV),2.0,0A02($2.00),1,2024-05-21
18648127343,2024-05-21 19:16:00,Visa (Apple Pay EMV),2.25,0D02($2.25),1,2024-05-21
18648428845,2024-05-21 21:34:00,Visa (Apple Pay EMV),4.25,"0E05($2.25), 0E07($2.00)",2,2024-05-21
18652207620,2024-05-22 12:52:00,Visa (EMV Contactless),4.5,"0E01($2.25), 0E01($2.25)",2,2024-05-22
18652629275,2024-05-22 14:03:00,Visa (Apple Pay EMV),4.5,"0E02($2.25), 0E02($2.25)",2,2024-05-22
18653521422,2024-05-22 17:17:00,Visa (EMV Contactless),2.25,0D02($2.25),1,2024-05-22
18653828575,2024-05-22 19:03:00,Visa (Apple Pay EMV),4.0,"0B00($2.00), 0D03($2.00)",2,2024-05-22
18653896462,2024-05-22 19:25:00,Cash,2.25,0E05($2.25),1,2024-05-22
18654199896,2024-05-22 21:25:00,Visa (Apple Pay EMV),2.25,0E06($2.25),1,2024-05-22
18654408570,2024-05-22 23:29:00,MasterCard (EMV Contactless),2.25,0D02($2.25),1,2024-05-22
18654552713,2024-05-23 01:22:00,MasterCard (EMV Contactless),4.25,"0C02($2.00), 0E05($2.25)",2,2024-05-23
18665108751,2024-05-24 19:14:00,Visa (Apple Pay EMV),2.25,0D02($2.25),1,2024-05-24
18665358086,2024-05-24 21:02:00,MasterCard (EMV Contactless),2.0,0C02($2.00),1,2024-05-24
18665383972,2024-05-24 21:14:00,Visa (Apple Pay EMV),2.25,0E06($2.25),1,2024-05-24
18667043681,2024-05-25 10:43:00,Cash,2.0,0C02($2.00),1,2024-05-25
18668888293,2024-05-25 20:01:00,Cash,2.0,0D03($2.00),1,2024-05-25
18672068517,2024-05-26 22:13:00,Cash,2.0,0D03($2.00),1,2024-05-26
18674015021,2024-05-27 14:23:00,Visa (EMV Contactless),2.25,0E01($2.25),1,2024-05-27
18674984526,2024-05-27 21:47:00,Cash,2.0,0D03($2.00),1,2024-05-27
18678867548,2024-05-28 14:08:00,Cash,2.0,0C02($2.00),1,2024-05-28
18680030355,2024-05-28 19:01:00,MasterCard (EMV Contactless),2.0,0B00($2.00),1,2024-05-28
18680063859,2024-05-28 19:13:00,Visa (Apple Pay EMV),4.5,"0E04($2.25), 0E05($2.25)",2,2024-05-28
18680075360,2024-05-28 19:17:00,Visa (Apple Pay EMV),2.25,0D02($2.25),1,2024-05-28
18680659904,2024-05-29 01:12:00,Cash,2.0,0E07($2.00),1,2024-05-29
18684957401,2024-05-29 15:45:00,Visa (EMV Contactless),4.25,"0B00($2.00), 0E00($2.25)",2,2024-05-29
18685154189,2024-05-29 16:31:00,Visa (EMV Contactless),2.25,0E06($2.25),1,2024-05-29
18685659336,2024-05-29 18:58:00,Cash,2.0,0D03($2.00),1,2024-05-29
18690187307,2024-05-30 14:02:00,Visa (Apple Pay EMV),4.5,"0D02($2.25), 0E02($2.25)",2,2024-05-30
18690336900,2024-05-30 14:31:00,Visa (EMV Contactless),2.25,0E01($2.25),1,2024-05-30
18690895600,2024-05-30 16:32:00,Visa (EMV Contactless),2.25,0E00($2.25),1,2024-05-30
18691459489,2024-05-30 19:15:00,Visa (Apple Pay EMV),2.25,0D02($2.25),1,2024-05-30
18695179284,2024-05-31 12:28:00,Visa (EMV Contactless),2.25,0E00($2.25),1,2024-05-31
18695255240,2024-05-31 12:40:00,Cash,2.25,0E05($2.25),1,2024-05-31
18696217196,2024-05-31 15:49:00,Visa (EMV Contactless),4.0,"0D03($2.00), 0D03($2.00)",2,2024-05-31
18703500367,2024-06-02 17:55:00,Cash,2.0,0D03($2.00),1,2024-06-02
18703599882,2024-06-02 18:39:00,Cash,2.0,0D03($2.00),1,2024-06-02
18703857642,2024-06-02 21:01:00,Cash,2.0,0D04($2.00),1,2024-06-02
18709010269,2024-06-03 19:16:00,Visa (Apple Pay EMV),4.5,"0D03($2.25), 0F04($2.25)",2,2024-06-03
18709250531,2024-06-03 21:00:00,Cash,2.0,0D04($2.00),1,2024-06-03
18709261559,2024-06-03 21:05:00,Visa (Apple Pay EMV),2.0,0C02($2.00),1,2024-06-03
18709279115,2024-06-03 21:14:00,Visa (Apple Pay EMV),2.25,0D02($2.25),1,2024-06-03
18709280268,2024-06-03 21:14:00,Visa (Apple Pay EMV),2.0,0A04($2.00),1,2024-06-03
18713572719,2024-06-04 14:38:00,Visa (Apple Pay EMV),2.0,0B00($2.00),1,2024-06-04
18714577285,2024-06-04 18:58:00,Cash,2.0,0D04($2.00),1,2024-06-04
18714579949,2024-06-04 18:59:00,Visa (Apple Pay EMV),2.0,0C02($2.00),1,2024-06-04
18714882136,2024-06-04 21:04:00,Visa (EMV Contactless),2.25,0C06($2.25),1,2024-06-04
18714883193,2024-06-04 21:05:00,Visa (Apple Pay EMV),2.25,0E01($2.25),1,2024-06-04
18714911385,2024-06-04 21:20:00,Visa (Apple Pay EMV),4.5,"0D02($2.25), 0E04($2.25)",2,2024-06-04
18720167887,2024-06-05 18:40:00,Cash,2.0,0D04($2.00),1,2024-06-05
18720230363,2024-06-05 19:01:00,Visa (Apple Pay EMV),2.25,0C06($2.25),1,2024-06-05
18720340702,2024-06-05 19:41:00,Visa (Apple Pay EMV),2.0,0C04($2.00),1,2024-06-05
18720347562,2024-06-05 19:44:00,Cash,2.0,0E05($2.00),1,2024-06-05
18720881879,2024-06-06 01:01:00,Cash,2.25,0B04($2.25),1,2024-06-06
18720885864,2024-06-06 01:04:00,Visa (EMV Contactless),7.0,"0F02($3.00), 0C04($2.00), 0E00($2.00)",3,2024-06-06
18725731823,2024-06-06 17:54:00,Cash,2.0,0C04($2.00),1,2024-06-06
18726066307,2024-06-06 19:45:00,Visa (Apple Pay EMV),2.25,0B04($2.25),1,2024-06-06
18726477228,2024-06-06 23:14:00,MasterCard (Apple Pay EMV),4.25,"0A02($2.00), 0F04($2.25)",2,2024-06-06
18726633218,2024-06-07 01:22:00,MasterCard (EMV Contactless),6.5,"0C02($2.00), 0F04($2.25), 0D07($2.25)",3,2024-06-07
18726633881,2024-06-07 01:23:00,MasterCard (EMV Contactless),4.0,"0C04($2.00), 0C04($2.00)",2,2024-06-07
18729912387,2024-06-07 13:13:00,Cash,2.0,0B00($2.00),1,2024-06-07
18731387804,2024-06-07 19:14:00,Visa (Apple Pay EMV),2.0,0E00($2.00),1,2024-06-07
18731671542,2024-06-07 21:15:00,Visa (Apple Pay EMV),2.25,0D02($2.25),1,2024-06-07
18738506633,2024-06-09 22:15:00,Visa (Apple Pay EMV),4.0,"0A06($2.00), 0A04($2.00)",2,2024-06-09
18741954871,2024-06-10 13:00:00,Visa (Apple Pay EMV),2.0,0D01($2.00),1,2024-06-10
18743052564,2024-06-10 16:47:00,Visa (EMV Contactless),2.0,0C02($2.00),1,2024-06-10
18743088018,2024-06-10 16:57:00,Visa (Swiped),2.25,0C06($2.25),1,2024-06-10
18743330241,2024-06-10 18:05:00,Visa (Apple Pay EMV),2.25,0C06($2.25),1,2024-06-10
18743892383,2024-06-10 22:02:00,Visa (Google Pay EMV),6.75,"0E03($2.25), 0E03($2.25), 0E03($2.25)",3,2024-06-10
18743901212,2024-06-10 22:06:00,MasterCard (Apple Pay EMV),4.25,"0A02($2.00), 0D02($2.25)",2,2024-06-10
18747571729,2024-06-11 13:09:00,Cash,2.0,0D01($2.00),1,2024-06-11
18748582305,2024-06-11 16:37:00,Visa (Apple Pay EMV),2.0,0D04($2.00),1,2024-06-11
18749072195,2024-06-11 19:03:00,Visa (Swiped),2.0,0B00($2.00),1,2024-06-11
18749113762,2024-06-11 19:18:00,Visa (Apple Pay EMV),2.25,0F06($2.25),1,2024-06-11
18749123509,2024-06-11 19:22:00,Visa (Apple Pay EMV),4.0,"0E00($2.00), 0E02($2.00)",2,2024-06-11
18753266395,2024-06-12 13:29:00,Visa (Apple Pay EMV),2.0,0D00($2.00),1,2024-06-12
18754080610,2024-06-12 16:16:00,Visa (Apple Pay EMV),4.25,"0A00($2.00), 0D02($2.25)",2,2024-06-12
18754992677,2024-06-12 21:23:00,Visa (Apple Pay EMV),2.0,0A06($2.00),1,2024-06-12
18755007642,2024-06-12 21:31:00,Cash,2.0,0D04($2.00),1,2024-06-12
18760356908,2024-06-13 19:16:00,Visa (Apple Pay EMV),4.5,"0D02($2.25), 0D07($2.25)",2,2024-06-13
18760986727,2024-06-14 01:12:00,Visa (EMV Contactless),4.0,"0E00($2.00), 0D00($2.00)",2,2024-06-14
18764571756,2024-06-14 14:17:00,Cash,2.0,0E05($2.00),1,2024-06-14
18765689661,2024-06-14 19:07:00,Visa (Apple Pay EMV),2.0,0D05($2.00),1,2024-06-14
18765691345,2024-06-14 19:08:00,Visa (Apple Pay EMV),2.0,0E05($2.00),1,2024-06-14
18769647229,2024-06-15 20:38:00,Cash,2.0,0D04($2.00),1,2024-06-15
18769648058,2024-06-15 20:39:00,Cash,2.25,0F04($2.25),1,2024-06-15
18769673942,2024-06-15 20:54:00,Cash,0.5,1102($0.50),1,2024-06-15
18769741535,2024-06-15 21:38:00,Visa (Apple Pay EMV),2.0,0A04($2.00),1,2024-06-15
18776339647,2024-06-17 13:50:00,Cash,2.0,0E02($2.00),1,2024-06-17
18776712413,2024-06-17 15:04:00,Cash,2.25,0D03($2.25),1,2024-06-17
18777163884,2024-06-17 16:53:00,Cash,2.0,0D04($2.00),1,2024-06-17
18777167139,2024-06-17 16:53:00,Cash,2.25,0F04($2.25),1,2024-06-17
18783214972,2024-06-18 19:49:00,Visa (Apple Pay EMV),4.25,"0D04($2.00), 0D07($2.25)",2,2024-06-18
18783234359,2024-06-18 19:57:00,Cash,2.25,0D02($2.25),1,2024-06-18
18783446328,2024-06-18 21:37:00,Visa (Apple Pay EMV),3.0,0F02($3.00),1,2024-06-18
18783802080,2024-06-19 02:15:00,Cash,2.0,0A00($2.00),1,2024-06-19
18788150476,2024-06-19 19:07:00,Cash,2.0,0D04($2.00),1,2024-06-19
18788152496,2024-06-19 19:07:00,Cash,2.0,0D04($2.00),1,2024-06-19
18788162319,2024-06-19 19:11:00,Visa (Apple Pay EMV),3.0,0F02($3.00),1,2024-06-19
18788367933,2024-06-19 20:38:00,Cash,2.0,0D04($2.00),1,2024-06-19
18788448777,2024-06-19 21:19:00,Cash,2.25,0C06($2.25),1,2024-06-19
18790632884,2024-06-20 09:23:00,Visa (Apple Pay EMV),2.25,0D07($2.25),1,2024-06-20
18792196484,2024-06-20 13:17:00,Visa (Apple Pay EMV),2.0,0B06($2.00),1,2024-06-20
18799031932,2024-06-21 19:18:00,Cash,2.0,0A00($2.00),1,2024-06-21
18799363121,2024-06-21 21:49:00,Cash,2.25,0C06($2.25),1,2024-06-21
18801180367,2024-06-22 11:20:00,Cash,2.0,0C00($2.00),1,2024-06-22
18805495184,2024-06-23 16:56:00,Cash,2.0,0A02($2.00),1,2024-06-23
18805893325,2024-06-23 19:50:00,Cash,2.25,0C06($2.25),1,2024-06-23
18806055451,2024-06-23 21:28:00,Cash,2.25,0D03($2.25),1,2024-06-23
18806058305,2024-06-23 21:30:00,Cash,2.25,0E01($2.25),1,2024-06-23
18806200749,2024-06-23 23:29:00,Cash,2.25,0F04($2.25),1,2024-06-23
18808231449,2024-06-24 09:46:00,Visa (EMV Contactless),2.0,0D05($2.00),1,2024-06-24
18808764714,2024-06-24 11:04:00,Cash,2.0,0E00($2.00),1,2024-06-24
18808774941,2024-06-24 11:05:00,Cash,2.0,0E02($2.00),1,2024-06-24
18809446630,2024-06-24 12:49:00,Cash,2.25,0C06($2.25),1,2024-06-24
18811108084,2024-06-24 19:23:00,Visa (Apple Pay EMV),4.0,"0A04($2.00), 0E05($2.00)",2,2024-06-24
18811778319,2024-06-25 02:26:00,Cash,2.0,0A02($2.00),1,2024-06-25
18814382547,2024-06-25 11:17:00,Visa (Apple Pay EMV),4.0,"0E02($2.00), 0E05($2.00)",2,2024-06-25
18816402756,2024-06-25 17:55:00,Visa (Apple Pay EMV),4.0,"0A04($2.00), 0D05($2.00)",2,2024-06-25
18822251727,2024-06-26 19:19:00,Visa (Apple Pay EMV),2.25,0D02($2.25),1,2024-06-26
18822517271,2024-06-26 21:09:00,Visa (Swiped),2.0,0A00($2.00),1,2024-06-26
18832720772,2024-06-28 16:30:00,Cash,2.0,0B02($2.00),1,2024-06-28
18833228246,2024-06-28 18:57:00,Cash,2.25,0E01($2.25),1,2024-06-28
18833609485,2024-06-28 21:37:00,Visa (Apple Pay EMV),2.25,0C06($2.25),1,2024-06-28
18836948966,2024-06-29 18:09:00,Visa (EMV Contactless),2.0,0A02($2.00),1,2024-06-29
18837141849,2024-06-29 19:31:00,Cash,2.25,0D03($2.25),1,2024-06-29
18837338431,2024-06-29 21:16:00,Visa (Google Pay EMV),4.5,"0D02($2.25), 0D02($2.25)",2,2024-06-29
18840196196,2024-06-30 19:08:00,Visa (Apple Pay EMV),6.0,"0D01($2.00), 0B00($2.00), 0A00($2.00)",3,2024-06-30
18843801323,2024-07-01 12:51:00,Cash,2.0,0B06($2.00),1,2024-07-01
18845634853,2024-07-01 20:35:00,Visa (EMV Contactless),2.0,0B00($2.00),1,2024-07-01
18845721578,2024-07-01 21:19:00,Visa (Apple Pay EMV),2.25,0B04($2.25),1,2024-07-01
18845872730,2024-07-01 22:52:00,Visa (EMV Contactless),2.0,0D00($2.00),1,2024-07-01
18856418463,2024-07-03 19:22:00,Visa (Apple Pay EMV),3.0,0F02($3.00),1,2024-07-03
18858279788,2024-07-04 10:56:00,Visa (EMV Contactless),2.0,0C00($2.00),1,2024-07-04
18862962994,2024-07-05 14:47:00,Cash,2.0,0C00($2.00),1,2024-07-05
18863829308,2024-07-05 19:04:00,Visa (Apple Pay EMV),2.25,0B04($2.25),1,2024-07-05
18864116599,2024-07-05 21:20:00,Visa (Apple Pay EMV),2.0,0E00($2.00),1,2024-07-05
18865742048,2024-07-06 11:03:00,Cash,2.0,0E00($2.00),1,2024-07-06
18867489400,2024-07-06 20:11:00,Visa (Apple Pay EMV),4.25,"0B02($2.00), 0D02($2.25)",2,2024-07-06
18886986712,2024-07-11 01:11:00,Visa (Apple Pay EMV),4.25,"0D02($2.25), 0A04($2.00)",2,2024-07-11
18897279241,2024-07-12 19:04:00,Visa (Apple Pay EMV),2.0,0E05($2.00),1,2024-07-12
18897317845,2024-07-12 19:17:00,Visa (Apple Pay EMV),2.0,0B02($2.00),1,2024-07-12
18904182902,2024-07-14 19:12:00,Cash,2.25,0E03($2.25),1,2024-07-14
18904205078,2024-07-14 19:23:00,Visa (Apple Pay EMV),2.0,0E00($2.00),1,2024-07-14
18904446896,2024-07-14 21:50:00,Visa (Apple Pay EMV),5.0,"0F02($3.00), 0B00($2.00)",2,2024-07-14
18904564180,2024-07-14 23:27:00,Cash,2.0,0B06($2.00),1,2024-07-14
18904566336,2024-07-14 23:29:00,Cash,2.0,0A06($2.00),1,2024-07-14
18904597535,2024-07-15 00:01:00,Visa (EMV Contactless),2.0,0E07($2.00),1,2024-07-15
18904611903,2024-07-15 00:14:00,Visa (Apple Pay EMV),2.25,0D03($2.25),1,2024-07-15
18904756658,2024-07-15 02:48:00,Cash,2.0,0B06($2.00),1,2024-07-15
18909399255,2024-07-15 19:00:00,Visa (Apple Pay EMV),6.25,"0D03($2.25), 0A06($2.00), 0B02($2.00)",3,2024-07-15
18914062072,2024-07-16 15:10:00,Visa (EMV Contactless),4.5,"0D03($2.25), 0D03($2.25)",2,2024-07-16
18914933055,2024-07-16 19:04:00,Visa (Apple Pay EMV),2.0,0A06($2.00),1,2024-07-16
18914935952,2024-07-16 19:05:00,Visa (Apple Pay Cash EMV),2.25,0F06($2.25),1,2024-07-16
18915128539,2024-07-16 20:20:00,Cash,2.0,0E05($2.00),1,2024-07-16
18915180726,2024-07-16 20:45:00,Visa (Apple Pay EMV),6.5,"0B04($2.25), 0D03($2.25), 0D01($2.00)",3,2024-07-16
18917865060,2024-07-17 10:20:00,Visa (EMV Contactless),4.5,"0D07($2.25), 0D07($2.25)",2,2024-07-17
18920453614,2024-07-17 18:50:00,Cash,2.0,0B06($2.00),1,2024-07-17
18920456610,2024-07-17 18:51:00,Cash,2.25,0E01($2.25),1,2024-07-17
18922983110,2024-07-18 09:09:00,Visa (Apple Pay EMV),2.25,0F04($2.25),1,2024-07-18
18924057168,2024-07-18 11:43:00,Visa (EMV Contactless),2.25,0D07($2.25),1,2024-07-18
18924487483,2024-07-18 12:47:00,Visa (Apple Pay EMV),2.25,0F04($2.25),1,2024-07-18
18925568627,2024-07-18 16:14:00,Visa (EMV Contactless),6.75,"0D07($2.25), 0D07($2.25), 0D07($2.25)",3,2024-07-18
18926789154,2024-07-19 00:08:00,Visa (Apple Pay EMV),3.0,0F02($3.00),1,2024-07-19
18928977078,2024-07-19 10:03:00,Visa (EMV Contactless),2.25,0E01($2.25),1,2024-07-19
18929487050,2024-07-19 11:23:00,Visa (Apple Pay EMV),2.25,0F04($2.25),1,2024-07-19
18929956010,2024-07-19 12:40:00,Cash,2.0,0C00($2.00),1,2024-07-19
18930002084,2024-07-19 12:48:00,Visa (EMV Contactless),2.25,0D03($2.25),1,2024-07-19
18930873501,2024-07-19 15:41:00,Visa (EMV Contactless),2.0,0B02($2.00),1,2024-07-19
18931387861,2024-07-19 17:54:00,Cash,2.25,0E01($2.25),1,2024-07-19
18933607655,2024-07-20 10:31:00,Visa (EMV Contactless),2.25,0D07($2.25),1,2024-07-20
18935592286,2024-07-20 20:15:00,MasterCard (EMV Contactless),2.0,0B00($2.00),1,2024-07-20
18935726951,2024-07-20 21:35:00,Visa (Apple Pay Cash EMV),2.25,0F04($2.25),1,2024-07-20
18939042110,2024-07-22 00:49:00,Cash,2.0,0B06($2.00),1,2024-07-22
18939042290,2024-07-22 00:49:00,Cash,2.0,0E07($2.00),1,2024-07-22
18944167122,2024-07-22 21:31:00,MasterCard (EMV Contactless),4.0,"0B00($2.00), 0B00($2.00)",2,2024-07-22
18947827837,2024-07-23 13:02:00,Visa (Apple Pay EMV),2.0,0B02($2.00),1,2024-07-23
18947936028,2024-07-23 13:20:00,Visa (Apple Pay EMV),2.0,0E02($2.00),1,2024-07-23
18947976085,2024-07-23 13:26:00,Visa (EMV Contactless),2.0,0D01($2.00),1,2024-07-23
18955220669,2024-07-24 20:34:00,American Express (EMV Contactless),2.0,0D01($2.00),1,2024-07-24
18955269797,2024-07-24 20:57:00,Visa (Apple Pay EMV),3.0,0F02($3.00),1,2024-07-24
18955850752,2024-07-25 03:32:00,Visa (Apple Pay EMV),5.0,"0F02($3.00), 0A06($2.00)",2,2024-07-25
18957725292,2024-07-25 09:45:00,Visa (EMV Contactless),6.0,"0A06($2.00), 0A06($2.00), 0A06($2.00)",3,2024-07-25
18959635262,2024-07-25 14:45:00,Visa (Apple Pay EMV),4.25,"0B02($2.00), 0E01($2.25)",2,2024-07-25
18960540365,2024-07-25 18:23:00,Visa (Apple Pay EMV),2.25,0F06($2.25),1,2024-07-25
18960712905,2024-07-25 19:19:00,MasterCard (Apple Pay EMV),2.25,0E01($2.25),1,2024-07-25
18960973343,2024-07-25 21:04:00,Visa (Apple Pay EMV),3.0,0F00($3.00),1,2024-07-25
18961274392,2024-07-26 00:06:00,Visa (Apple Pay EMV),3.0,0F00($3.00),1,2024-07-26
18961277032,2024-07-26 00:07:00,Visa (Apple Pay EMV),2.25,0E01($2.25),1,2024-07-26
18966241257,2024-07-26 20:08:00,Visa (Apple Pay EMV),2.25,0F06($2.25),1,2024-07-26
18966326343,2024-07-26 20:46:00,MasterCard (EMV Contactless),2.25,0E03($2.25),1,2024-07-26
18969520940,2024-07-27 16:41:00,Cash,0.25,0B04($0.25),1,2024-07-27
18969520945,2024-07-27 16:41:00,Visa (Apple Pay EMV),4.0,"0B04($2.00), 0E02($2.00)",2,2024-07-27
18969647299,2024-07-27 17:24:00,Visa (EMV Contactless),4.25,"0B06($2.00), 0E01($2.25)",2,2024-07-27
18969763990,2024-07-27 18:05:00,Visa (EMV Contactless),2.25,0B04($2.25),1,2024-07-27
18969921963,2024-07-27 19:09:00,Visa (Apple Pay EMV),2.25,0F06($2.25),1,2024-07-27
18970092247,2024-07-27 20:33:00,Cash,2.0,0E02($2.00),1,2024-07-27
18970245306,2024-07-27 22:12:00,Cash,2.25,0E01($2.25),1,2024-07-27
18972811309,2024-07-28 17:41:00,Cash,2.25,0F06($2.25),1,2024-07-28
18973146857,2024-07-28 20:16:00,Visa (Apple Pay EMV),7.0,"0F00($3.00), 0C00($2.00), 0C00($2.00)",3,2024-07-28
